ID;Type;Nom;Email;Tel;Siret;Code NAF;Statut;Adresse;Ville;CP;Pays;Tags;Date creation
12758512;client;Ca Plaine Centrale Val Marne;;;;;;;;;;;2018-01-24
12758514;client;Ca St-Quentin-En-Yvelines;;;;;;;;;;;2018-01-24
12758564;client;CAP Boulanger Fleury-Mérogis;;;;;;;;;;;2018-01-24
12758582;client;Carrefour Hypers;;;;;;;;;;;2018-01-24
12758583;client;Carrefour Vannes;;;;;;;;;;;2018-01-24
12758586;client;Casino de Larmor-Plage;;;;;;;;;;;2018-01-24
12758590;client;Catherine de Mitry Corp;;;;;;;;;;;2018-01-24
12758608;client;Central Parc Automobile Concession Toyota Nevers;;;;;;;;;;;2018-01-24
12758639;client;Charrier;charrier@lagardemeregnani.fr;;;;;;;;;;2018-01-24
12758641;client;Chartres Aménagement;frederic.bertrand@sem-chartres.com;;;;;;;;;;2018-01-24
12758643;client;Chatignoux;;;;;;;;;;;2018-01-24
12758688;client;Clean-tag - Carré Urbain;;;;;;;;;;;2018-01-24
12758694;client;CENTRE DES MONUMENTS NATIONAUX;;;;;;;;;;;2018-01-24
12758722;client;Collection Pinault Paris;;;;;;;;;;;2018-01-24
12758767;client;Cougnaud Services;;;;;;;;;;;2018-01-24
12758783;client;Credit Agricole Immobilier;;;;;;;;;;;2018-01-24
12758790;client;Creteil Habitat;;;;;;;;;;;2018-01-24
12758793;client;Cryptone;;;;;;;;;;;2018-01-24
12758801;client;Czernik;;;;;;;;;;;2018-01-24
12758809;client;Darty Asnières;;;;;;;;;;;2018-01-24
12758810;client;Darty Beaugrenelle;;;;;;;;;;;2018-01-24
12758812;client;Darty Belleville;;;;;;;;;;;2018-01-24
12758813;client;Darty BNF;;;;;;;;;;;2018-01-24
12758815;client;Darty Boulogne;;;;;;;;;;;2018-01-24
12758817;client;Darty Chatillon;;;;;;;;;;;2018-01-24
12758819;client;Darty Coignières;;;;;;;;;;;2018-01-24
12758820;client;Darty Creil;;;;;;;;;;;2018-01-24
12758823;client;Darty Herblay;;;;;;;;;;;2018-01-24
12758827;client;Darty La Villette;;;;;;;;;;;2018-01-24
12758830;client;Darty Mantes la Jolie;;;;;;;;;;;2018-01-24
12758836;client;Darty Nation;;;;;;;;;;;2018-01-24
12758839;client;Darty Passy;;;;;;;;;;;2018-01-24
12758840;client;Darty Plaisir;;;;;;;;;;;2018-01-24
12758842;client;Darty Rivoli;;;;;;;;;;;2018-01-24
12758843;client;Darty Saint Ouen;;;;;;;;;;;2018-01-24
12758844;client;Darty Saint Ouen 2;;;;;;;;;;;2018-01-24
12758845;client;Darty Saintes;;;;;;;;;;;2018-01-24
12758846;client;Darty Sartrouville;;;;;;;;;;;2018-01-24
12758847;client;Darty St Brice Sous Forêt;;;;;;;;;;;2018-01-24
12758850;client;Darty Ternes;;;;;;;;;;;2018-01-24
12758851;client;Darty Val d'Europe;;;;;;;;;;;2018-01-24
12758854;client;Darty Villennes-sur-Seine;;;;;;;;;;;2018-01-24
12758855;client;Darty Vitry;;;;;;;;;;;2018-01-24
12758859;client;Dauchez Payet;;;;;;;;;;;2018-01-24
12758870;client;DEFACTO;;;;;;;;;;;2018-01-24
12758934;client;Drapeaux Dejean Marine;Contact@dejean-drapeaux.com;;;;;;;;;;2018-01-24
12758935;client;Dreaming-factory;;;;;;;;;;;2018-01-24
12758938;client;Du Pareil Au Même;;;;;;;;;;;2018-01-24
12758945;client;Dyl Enseigne;;;;;;;;;;;2018-01-24
12758947;client;Dyson France;;;;;;;;;;;2018-01-24
12758948;client;E.C Pradeau Morin;;;;;;;;;;;2018-01-24
12758951;client;EatWell;;;;;;;;;;;2018-01-24
12758970;client;Eiffage Aménagement / Infrastructure  /Eiffage Génie Civil Ile de France;;;;;;;;;;;2018-01-24
12758972;client;Eiffage Construction;;;;;;;;;;;2018-01-24
12758974;client;Eiffage Construction Alsace Franche-Comté;;;;;;;;;;;2018-01-24
12758975;client;Eiffage Construction Auvergne Rhône Alpes;;;;;;;;;;;2018-01-24
12758979;client;Eiffage construction Gard;gard.construction@eiffage.com;;;;;;;;;;2018-01-24
12758980;client;Eiffage Construction Grand Est;;;;;;;;;;;2018-01-24
12758981;client;Eiffage Construction Grand Ouest;;;;;;;;;;;2018-01-24
12758982;client;Eiffage Construction Habitat;;;;;;;;;;;2018-01-24
12758984;client;Eiffage Construction Haute Normandie;;;;;;;;;;;2018-01-24
12758985;client;EIFFAGE CONSTRUCTION IDF ILE DE FRANCE;;;;;;;;;;;2018-01-24
12758987;client;Eiffage Construction Limousin;;;;;;;;;;;2018-01-24
12758988;client;Eiffage Construction Lorraine;;;;;;;;;;;2018-01-24
12758989;client;Eiffage Construction Midi-Pyrénées;;;;;;;;;;;2018-01-24
12758991;client;Eiffage Construction Paris Patrimoine;;;;;;;;;;;2018-01-24
12758992;client;Eiffage Construction Pays Basque Landes;;;;;;;;;;;2018-01-24
12758993;client;Eiffage Construction Provence;;;;;;;;;;;2018-01-24
12758994;client;Eiffage Construction Saint-Denis;;;;;;;;;;;2018-01-24
12758996;client;Eiffage Construction Tour;;;;;;;;;;;2018-01-24
12758997;client;Eiffage Construction Val de Seine;;;;;;;;;;;2018-01-24
12758999;client;Eiffage Immobilier Ile de France;;;;;;;;;;;2018-01-24
12759011;client;Elysées Biarritz;;;;;;;;;;;2018-01-24
12759016;client;Empreinte Publicitaire Poseur et imprimeur;;;;;;;;;;;2018-01-24
12759032;client;EPADESA EPA DE LA DEFENSE ARCHE;;;;;;;;;;;2018-01-24
12759036;client;EPAURIF;;;;;;;;;;;2018-01-24
12759039;client;Equinoxe;;;;;;;;;;;2018-01-24
12759040;client;Equivil Centre équestre de Suresnes;suresnes@equivil.fr;;;;;;;;;;2018-01-24
12759058;client;Ets Darty et fils;;;;;;;;;;;2018-01-24
12759074;client;Eurovia Management;;;;;;;;;;;2018-01-24
12759075;client;Eurovia ILE DE FRANCE Gennevilliers;;;;;;;;;;;2018-01-24
12759095;client;FAGSI;;;;;;;;;;;2018-01-24
12759126;client;Foncière Habitat;;;;;;;;;;;2018-01-24
12759131;client;Fondation du Patrimoine Délégation Poitou-Charentes;poitoucharentes@fondation-patrimoine.org;;;;;;;;;;2018-01-24
12759138;client;Forum international;megaramaexploitation@gmail.com;;;;;;;;;;2018-01-24
12759141;client;Four Seasons Resort Seychelles;;;;;;;;;;;2018-01-24
12759152;client;Fruizz;;;;;;;;;;;2018-01-24
12759165;client;Garage Baroche Toyota;;;;;;;;;;;2018-01-24
12759173;client;GCA Cherbourg Concession Toyota Annexe St Lô-Granville;;;;;;;;;;;2018-01-24
12759174;client;GCA Le Mans Concessionnaire Toyota;;;;;;;;;;;2018-01-24
12759175;client;GCA Rennes Concession Toyota;;;;;;;;;;;2018-01-24
12759176;client;GCC;dr-idf@gcc.fr;;;;;;;;;;2018-01-24
12759202;client;Giorgio Armani prêt à porter;;;;;;;;;;;2018-01-24
12759244;client;Legendre Ile de France;idf@groupe-legendre.com;;;;;;;;;;2018-01-24
12759246;client;Groupe Marketing Events;;;;;;;;;;;2018-01-24
12759250;client;Groupe Polylogis;;;;;;;;;;;2018-01-24
12759254;client;Groupe Signature;;;;;;;;;;;2018-01-24
12759255;client;SIGNATURE IDF;;;;;;;;;;;2018-01-24
12759269;client;GTM Bâtiment;;;;;;;;;;;2018-01-24
12759276;client;Hôtel Français;;;;;;;;;;;2018-01-24
12759325;client;HighCo;;;;;;;;;;;2018-01-24
12759330;client;Historial de la Grande Guerre;;;;;;;;;;;2018-01-24
12759342;client;Homunity;;;;;;;;;;;2018-01-24
12759344;client;Hory Chauvelin;agence@hory-chauvelin.fr;;;;;;;;;;2018-01-24
12759348;client;Hotel d'Alsace ***;;;;;;;;;;;2018-01-24
12759362;client;Ibiza;;;;;;;;;;;2018-01-24
12759369;client;Id Beauty Licensee & Distributor;;;;;;;;;;;2018-01-24
12759372;client;IDEX Energies;;;;;;;;;;;2018-01-24
12759374;client;Ile Events;;;;;;;;;;;2018-01-24
12759393;client;Ingenico S.A.;;;;;;;;;;;2018-01-24
12759449;client;Key –L;;;;;;;;;;;2018-01-24
12759491;client;La Maison du Chocolat;philippe.marx@lamaisonduchocolat.com;;;;;;;;;;2018-01-24
12759514;client;Lafarge;;;;;;;;;;;2018-01-24
12759516;client;Lagardère Paris Racing Ressources;;;;;;;;;;;2018-01-24
12759595;client;LIBRAIRIE DARRIEUMERLOU;depot.librairie.darrieumerlou@wanadoo.fr;;;;;;;;;;2018-01-24
12759602;client;Limoges Metropole;;;;;;;;;;;2018-01-24
12759609;client;LNCSA Les Nouveaux Constructeurs;fcoutellier@lncsa.fr;;;;;;;;;;2018-01-24
12759658;client;Luminance International;;;;;;;;;;;2018-01-24
12759727;client;Mairie Bayonne;;;;;;;;;;;2018-01-24
12759776;client;Mairie d'Avoine;hasnamontgobert@ville-avoine.fr;;;;;;;;;;2018-01-24
12759777;client;Mairie de Bagnoles de l'Orne;mairiedgs@bagnolesdelorne.com;;;;;;;;;;2018-01-24
12759786;client;Mairie Douai;;;;;;;;;;;2018-01-24
12759791;client;COMMUNE D EPINAY SUR SEINE;;;;;;;;;;;2018-01-24
12759829;client;COMMUNE D IVRY SUR SEINE;;;;;;;;;;;2018-01-24
12759835;client;Mairie La Garenne-Colombes;;;;;;;;;;;2018-01-24
12759851;client;Mairie Le Vésinet;;;;;;;;;;;2018-01-24
12759853;client;Mairie Les Mureaux;;;;;;;;;;;2018-01-24
12759895;client;Mairie Nanterre;;;;;;;;;;;2018-01-24
12759902;client;COMMUNE DE NOGENT SUR OISE;;;;;;;;;;;2018-01-24
12759907;client;Mairie Orléans;;;;;;;;;;;2018-01-24
12759937;client;Mairie Rosny-Sous-Bois;;;;;;;;;;;2018-01-24
12759960;client;Mairie St-Germain-En-Laye;;;;;;;;;;;2018-01-24
12759982;client;Mairie Valenciennes;;;;;;;;;;;2018-01-24
12759990;client;Mairie Ville d'Avray;;;;;;;;;;;2018-01-24
12760002;client;Mairie Villeurbanne;;;;;;;;;;;2018-01-24
12760013;client;Mapub;;;;;;;;;;;2018-01-24
12760029;client;Matamata;;;;;;;;;;;2018-01-24
12760038;client;Mediamax;info@mediamax.fr;;;;;;;;;;2018-01-24
12760052;client;Michelon Nitzel;;;;;;;;;;;2018-01-24
12760083;client;Modulobase;;;;;;;;;;;2018-01-24
12760092;client;Montre Service SAS;;;;;;;;;;;2018-01-24
12760111;client;Nacarat;;;;;;;;;;;2018-01-24
12760118;client;NESPRESSO FRANCE SAS;;;;;;;;;;;2018-01-24
12760152;client;OCDE;;;;;;;;;;;2018-01-24
12760166;client;Oleron Chocolats;oleron.chocolats@sfr.fr;;;;;;;;;;2018-01-24
12760167;client;Olivia Calmels Evenements;;;;;;;;;;;2018-01-24
12760174;client;ONAC - Office National des Anciens Combattants;;;;;;;;;;;2018-01-24
12760252;client;Optimisa;;;;;;;;;;;2018-01-24
12760274;client;Oscar et Valentine;;;;;;;;;;;2018-01-24
12760298;client;Paris Sud aménagement (ex- Semmassy);;;;;;;;;;;2018-01-24
12760309;client;Paul Morgan;;;;;;;;;;;2018-01-24
12760325;client;Photomaton;;;;;;;;;;;2018-01-24
12760339;client;Planet Sushi;;;;;;;;;;;2018-01-24
12760340;client;Planet Sushi Antony (F);;;;;;;;;;;2018-01-24
12760342;client;Planet Sushi Lille Bettignies;;;;;;;;;;;2018-01-24
12760343;client;Planet Sushi Limoges MAKILIM (F);jpmconseil@wanadoo.fr;;;;;;;;;;2018-01-24
12760344;client;Planet Sushi Monaco (F);;;;;;;;;;;2018-01-24
12760358;client;Portakabin SAS;calais.web@portakabin.fr;;;;;;;;;;2018-01-24
12760371;client;Prince de Galles;;;;;;;;;;;2018-01-24
12760403;client;Racing Arena;;;;;;;;;;;2018-01-24
12760412;client;Razel Bec;;;;;;;;;;;2018-01-24
12760414;client;Realnewtech;;;;;;;;;;;2018-01-24
12760422;client;ASSOCIATION POUR LA SAUVEGARDE ET LA VALORISATION DU RELAIS DE FONTENAY;;;;;;;;;;;2018-01-24
12760450;client;S.A.S. Pruvost Toyota;;;;;;;;;;;2018-01-24
12760471;client;Sadev 94;;;;;;;;;;;2018-01-24
12760492;client;Saentys;;;;;;;;;;;2018-01-24
12760527;client;SAM des Aménagements du Portier;;;;;;;;;;;2018-01-24
12760542;client;SARL IERA;;;;;;;;;;;2018-01-24
12760609;client;Sem 92;;;;;;;;;;;2018-01-24
12760624;client;Sem Pariseine;;;;;;;;;;;2018-01-24
12760693;client;SEMNA/SPLNA;;;;;;;;;;;2018-01-24
12760705;client;Sennse;;;;;;;;;;;2018-01-24
12760740;client;SIDV;;;;;;;;;;;2018-01-24
12760744;client;SIEMP SOREQA;;;;;;;;;;;2018-01-24
12760774;client;SN ERCT Construction;;;;;;;;;;;2018-01-24
12760777;client;SNCF;;;;;;;;;;;2018-01-24
12760778;client;SNCF Eole;;;;;;;;;;;2018-01-24
12760790;client;Société Bureau À Coté;;;;;;;;;;;2018-01-24
12760841;client;Sovilec Enseignes et Signalétique;;;;;;;;;;;2018-01-24
12760849;client;SPLA Cergy-Pontoise Aménagement;spla@cergypontoise-amenagement.fr;;;;;;;;;;2018-01-24
12760851;client;Sportiello;;;;;;;;;;;2018-01-24
12760853;client;STA 45 Toyota;;;;;;;;;;;2018-01-24
12760862;client;STIPA S.A.S. Imprimeur papier;;;;;;;;;;;2018-01-24
12760866;client;Strat&Act;;;;;;;;;;;2018-01-24
12760897;client;TCR;;;;;;;;;;;2018-01-24
12760937;client;Toyota France Siège;;;;;;;;;;;2018-01-24
12766141;client;Villa Venezia SPA;;;;;;;;;;;2018-01-25
12766144;client;ZE REPONSE;;;;;;;;;;;2018-01-25
12766146;client;Yvydy;;;;;;;;;;;2018-01-25
12766152;client;Ze Gato 1;;;;;;;;;;;2018-01-25
12766181;client;Un pour Tous;;;;;;;;;;;2018-01-25
12766182;client;Vilogia;;;;;;;;;;;2018-01-25
12766202;client;VINCI CONSTRUCTION;;;;;;;;;;;2018-01-25
12766208;client;Urban Rhapsody;;;;;;;;;;;2018-01-25
12766221;client;Ville Limay SMARD;;;;;;;;;;;2018-01-25
12766225;client;Cougnaud;;;;;;;;;;;2018-01-25
12767226;client;Unibail-Rodamco-Westfield;;;;;;;;;;;2018-01-25
12770514;client;Algeco Lille;;;;;;;;;;;2018-01-25
12770515;client;Algeco Paris-Est;;;;;;;;;;;2018-01-25
12770580;client;AUTODIS Distributeur agr̩̩ TOYOTA;;;;;;;;;;;2018-01-25
12770614;client;Boulanger Osny;;;;;;;;;;;2018-01-25
12770639;client;Caisse Epargne Rhone Alpes;;;;;;;;;;;2018-01-25
12770711;client;Darty Arcueil;;;;;;;;;;;2018-01-25
12770714;client;Darty Cergy Pontoise;;;;;;;;;;;2018-01-25
12770718;client;Darty Compi̬gne;;;;;;;;;;;2018-01-25
12770721;client;Darty L'isle d'Adam;;;;;;;;;;;2018-01-25
12770722;client;Darty La D̩fense;;;;;;;;;;;2018-01-25
12770725;client;Darty Les Ulis;;;;;;;;;;;2018-01-25
12770726;client;Darty Madeleine;;;;;;;;;;;2018-01-25
12770728;client;Darty Parinor;;;;;;;;;;;2018-01-25
12770729;client;Darty Parly II;;;;;;;;;;;2018-01-25
12770744;client;Davril Aménagement;;;;;;;;;;;2018-01-25
12770758;client;Drac Nord-Pas-De-Calais;;;;;;;;;;;2018-01-25
12770761;client;Dumez Ile De France;;;;;;;;;;;2018-01-25
12770774;client;Eiffage Construction Auvergne;;;;;;;;;;;2018-01-25
12770780;client;Elis;;;;;;;;;;;2018-01-25
12770782;client;Elogie-siemp;;;;;;;;;;;2018-01-25
12770785;client;Engie Cofely;;;;;;;;;;;2018-01-25
12770800;client;Eurovia Aubervilliers;;;;;;;;;;;2018-01-25
12770855;client;GT Picardie Toyota;;;;;;;;;;;2018-01-25
12770899;client;Ivertige;;;;;;;;;;;2018-01-25
12770958;client;LVDH-Aux Merveilleux de Fred;;;;;;;;;;;2018-01-25
12771090;client;Redstock;;;;;;;;;;;2018-01-25
12771095;client;Rizzon Automobiles Distributeur Toyota;;;;;;;;;;;2018-01-25
12771122;client;Siemp;;;;;;;;;;;2018-01-25
12771130;client;SOGECAP;;;;;;;;;;;2018-01-25
12771165;client;Cogedim Gestion Secteur Entreprises;;;;;;;;;;;2018-01-25
12771166;client;Anthelios Bâtiment;;;;;;;;;;;2018-01-25
12771170;client;Avec Investissement;;;;;;;;;;;2018-01-25
12771176;client;Bouygues Construction;;;;;;;;;;;2018-01-25
12771177;client;Bouygues Immobilier;;;;;;;;;;;2018-01-25
12771180;client;C2 Immobilier L'immobilière de Boulogne;;;;;;;;;;;2018-01-25
12771182;client;Cazal's Immobilier SARL Gatimmo;Cazalssimmo@wanadoo.fr;;;;;;;;;;2018-01-25
12771184;client;CBRE Holding;;;;;;;;;;;2018-01-25
12771191;client;GROUPE IDEC Faubourg Promotion;faubourgpromotion@groupeidec.com;;;;;;;;;;2018-01-25
12771192;client;CIR Investissement;;;;;;;;;;;2018-01-25
12771193;client;CMGL Lafayette Restaurant;;;;;;;;;;;2018-01-25
12771194;client;COFFIM Promoteur;contact@coffim.fr;;;;;;;;;;2018-01-25
12771202;client;Crédit Agricole Immobilier;;;;;;;;;;;2018-01-25
12771207;client;DTZ Investors France;;;;;;;;;;;2018-01-25
12771208;client;Eiffage Immobilier Atlantique;;;;;;;;;;;2018-01-25
12771209;client;Eiffage Immobilier Mediterran̩e;;;;;;;;;;;2018-01-25
12771210;client;Eiffage Immobilier Midi-Pyr̩n̩es;;;;;;;;;;;2018-01-25
12771211;client;Eiffage Immobilier Normandie-Centre;;;;;;;;;;;2018-01-25
12771215;client;EVOLIS;;;;;;;;;;;2018-01-25
12771216;client;Fairplay Immobilier;info@fairplay.fr;;;;;;;;;;2018-01-25
12771217;client;Foncière Asset JURA;;;;;;;;;;;2018-01-25
12771219;client;Foncière Vauban;;;;;;;;;;;2018-01-25
12771223;client;Gecina;;;;;;;;;;;2018-01-25
12771229;client;Groupe Panhard;contact@panhardgroupe.com;;;;;;;;;;2018-01-25
12771230;client;Groupe Pichet;;;;;;;;;;;2018-01-25
12771231;client;Pierreval Exploitation;;;;;;;;;;;2018-01-25
12771241;client;Kariba;;;;;;;;;;;2018-01-25
12771242;client;Kaufman & Broad;;;;;;;;;;;2018-01-25
12771248;client;Nexity;;;;;;;;;;;2018-01-25
12771249;client;CELIZE;;;;;;;;;;;2018-01-25
12771252;client;Pierreval Ingénierie;morgane.minier-rouille@pierreval.com;;;;;;;;;;2018-01-25
12771261;client;SAS Toison d'Or;;;;;;;;;;;2018-01-25
12771263;client;SCI Puteaux Valmy Nexity SEERI;;;;;;;;;;;2018-01-25
12771266;client;Severini Pierres & Loisirs;contact@severini.com;;;;;;;;;;2018-01-25
12771273;client;Syndicat des copropriétés des 4 Temps C/O Espace Expansion;;;;;;;;;;;2018-01-25
12789284;client;Château Troplong Mondot;;;;;;;;;;;2018-01-27
12790543;client;Les ateliers de Saint-Germain;;;;;;;;;;;2018-01-27
12802455;client;ATELIER DES GIBOULEES;bonjour@giboulees.com;;;;;;;;;;2018-01-28
12802512;client;Agglo Etampois Sud-Essonne;;;;;;;;;;;2018-01-28
12802532;client;COLAS FRANCE;;;;;;;;;;;2018-01-28
12882302;client;TTR CONSTRUCTIONS;;;;;;;;;;;2018-01-30
12894075;client;Eiffage Construction Grands Projets;;;;;;;;;;;2018-01-30
13018502;client;Spring Velizy;;;;;;;;;;;2018-02-02
13054423;client;SIVIA'M;;;;;;;;;;;2018-02-05
13054460;client;Mairie Aubergenville;;;;;;;;;;;2018-02-05
13054474;client;Eiffage Construction Résidentiel;;;;;;;;;;;2018-02-05
13054591;client;Université de Liege;;;;;;;;;;;2018-02-05
13054679;client;SOGEA ILE De France Génie Civil;;;;;;;;;;;2018-02-05
13054712;client;SITI - SECURITE INTEGREE ET TECH. IND. EUROPE;;;;;;;;;;;2018-02-05
13054979;client;Eiffage Construction Centre Est;;;;;;;;;;;2018-02-05
13055185;client;Mairie Soissons;;;;;;;;;;;2018-02-05
13057177;client;Aliuta;;;;;;;;;;;2018-02-06
13060219;client;MRB COUVERTURE;;;;;;;;;;;2018-02-06
13076492;client;Eiffage Construction Tertiaire;;;;;;;;;;;2018-02-08
13078481;client;SOCIETE GERSOISE DE RESTAURATION DU PATRIMOINE;;;;;;;;;;;2018-02-08
13129867;client;Pierre Promotion;;;;;;;;;;;2018-02-14
13190556;client;Ramery Travaux Publics;;;;;;;;;;;2018-02-19
13205730;client;SNC - Pitch Promotion;;;;;;;;;;;2018-02-20
13453262;client;Eiffage Génie Civil;;;;;;;;;;;2018-03-15
13459762;client;SCCV Les Villas Olonna;;;;;;;;;;;2018-03-15
13489304;client;SNTPP;;;;;;;;;;;2018-03-19
13729617;client;Roche Bobois;;;;;;;;;;;2018-04-05
13832196;client;Groupama Gan Vie;;;;;;;;;;;2018-04-11
13840760;client;Mairie La Courneuve;;;;;;;;;;;2018-04-12
13921799;client;ESPRIMM;;;;;;;;;;;2018-04-19
13972428;client;CABRE SA;;;;;;;;;;;2018-04-24
13972518;client;SCCV Jeanne d'Arc;;;;;;;;;;;2018-04-24
13972677;client;SCCV Fresnes Daix;;;;;;;;;;;2018-04-24
13972691;client;SCCV Pasteur;;;;;;;;;;;2018-04-24
14010293;client;Air Liquide;;;;;;;;;;;2018-04-30
14036027;client;Villa Eugénie;;;;;;;;;;;2018-05-03
14280940;client;Chaumeil;;;;;;;;;;;2018-05-28
14474004;client;Spie Batignolles Sud-Ouest;;;;;;;;;;;2018-06-14
14516874;client;GENERALE DE TELEPHONE;;;;;;;;;;;2018-06-21
14533286;client;H. Chevalier;;;;;;;;;;;2018-06-22
14724779;client;MLKA;;;;;;;;;;;2018-07-10
14861749;client;SCCV RUEIL MALMAISON 1;;;;;;;;;;;2018-07-26
14907759;client;Freyssinet France;;;;;;;;;;;2018-07-31
15161924;client;Eiffage Construction Poitou Charentes;;;;;;;;;;;2018-08-28
15175956;client;A.M.T;;;;;;;;;;;2018-08-29
15266676;client;NACARAT FRANCE TERRE MONTLHERY;;;;;;;;;;;2018-09-07
15540026;client;DI Environnement;;;;;;;;;;;2018-10-02
15669675;client;SOGEA TRAVAUX PUBLICS ILE DE FRANCE;;;;;;;;;;;2018-10-16
15818617;client;EDELIS;;;;;;;;;;;2018-10-24
15945965;client;SPL Rueil Aménagement;;;;;;;;;;;2018-11-06
15951762;client;YEEELS / 24 GV;;;;;;;;;;;2018-11-07
15961668;client;Doyère Démolition;;;;;;;;;;;2018-11-07
16074706;client;URBAN RENAISSANCE DEVELOPPEMENT;;;;;;;;;;;2018-11-16
16653832;client;SCCV Puteaux 2;;;;;;;;;;;2018-12-17
17063037;client;VINCI ASSOCIES;;;;;;;;;;;2019-01-21
17079029;client;SUSHI CHANTILLY;;;;;;;;;;;2019-01-22
17141816;client;AXHO DEVELOPPEMENT;;;;;;;;;;;2019-01-24
17272401;client;SCCV les jardins de Maryges;;;;;;;;;;;2019-02-01
17342065;client;SCCV MERIGNAC L'INITIALE;;;;;;;;;;;2019-02-06
17393245;client;LEFAURE ET RIGAUD MACONNERIE;;;;;;;;;;;2019-02-11
17395255;client;Ecole et Collège Saint Philippe Néri;;;;;;;;;;;2019-02-11
17503066;client;Eurovia Ile-de-France Mitry-Mory;;;;;;;;;;;2019-02-20
17634703;client;HEURGON JOAILLIER;;;;;;;;;;;2019-02-26
17659369;client;Rene Caovilla France;;;;;;;;;;;2019-02-27
17964748;client;SCCV LIVRY SCHUMAN;;;;;;;;;;;2019-03-04
17975464;client;Woodeum SAS;;;;;;;;;;;2019-03-04
18021303;client;ART BOULEVARD;;;;;;;;;;;2019-03-08
18024141;client;SCCV NACARAT JOUY EN JOSAS ARCHIPEL 1;;;;;;;;;;;2019-03-08
18067441;client;SCCV NANTERRE JOFFRE;;;;;;;;;;;2019-03-12
18094450;client;Carrefour BAB2;;;;;;;;;;;2019-03-12
18238404;client;GVI BASTIAT BAYONNE;;;;;;;;;;;2019-03-22
18428019;client;Transdev Group;;;;;;;;;;;2019-04-03
18492513;client;Muses design;;;;;;;;;;;2019-04-04
18532810;client;CREPERIE DE PONT AVEN;;;;;;;;;;;2019-04-05
18567986;client;Les Grillades de Buenos Aires;;;;;;;;;;;2019-04-09
18739974;client;SCI VILLA POMME DE PIN;;;;;;;;;;;2019-04-16
18852167;client;Aqua Ray;;;;;;;;;;;2019-04-26
18930701;client;EUROFLOR CREATIONS;;;;;;;;;;;2019-04-30
18937740;client;SCCV ALEXANDRE 1ER;;;;;;;;;;;2019-05-02
18937761;client;CLOS D'ARNOULT II;;;;;;;;;;;2019-05-02
18937908;client;SCCV PREFERENCE;;;;;;;;;;;2019-05-02
